foodbank_id,foodbank_name,location,sentiment,fraud,inventory_size,received_food_qty,delivered_food_qty
FB019,Kanpur Food Initiative,Kanpur,"Food safety could be improved, but delivery is on time",Yes,3441,133,83
FB019,Kanpur Food Initiative,Kanpur,"Food safety protocols are consistent, but delivery could be more reliable",Yes,4102,169,115
FB019,Kanpur Food Initiative,Kanpur,"Food quality and safety are good, but delays in delivery need attention",Yes,1080,113,103
FB019,Kanpur Food Initiative,Kanpur,"Food quality and safety are good, but delays in delivery need attention",Yes,2778,183,142
FB019,Kanpur Food Initiative,Kanpur,"Timely delivery, but food safety protocols were not fully followed",Yes,3776,173,146
FB019,Kanpur Food Initiative,Kanpur,"Food items are safe for consumption, consistently delivered on time",Yes,2621,171,81
FB019,Kanpur Food Initiative,Kanpur,"Food arrived late, but storage and hygiene were acceptable",Yes,1603,94,56
FB019,Kanpur Food Initiative,Kanpur,"Food safety standards are strictly followed, no issues reported",Yes,4022,96,95
FB019,Kanpur Food Initiative,Kanpur,"Timely delivery, but some concerns with food safety measures",Yes,4467,75,55
FB019,Kanpur Food Initiative,Kanpur,"Food delivered on time, storage conditions were acceptable",Yes,1472,87,80
FB019,Kanpur Food Initiative,Kanpur,"Safety protocols are in place, food quality is maintained and delivered on time",Yes,4857,177,176
FB019,Kanpur Food Initiative,Kanpur,"Food delivered late occasionally, but maintained at proper temperatures",Yes,3879,131,128
FB019,Kanpur Food Initiative,Kanpur,"Food arrived on time, but cleanliness standards need improvement",Yes,3883,111,66
FB019,Kanpur Food Initiative,Kanpur,"Food safety protocols are consistent, but delivery could be more reliable",Yes,4890,112,76
FB019,Kanpur Food Initiative,Kanpur,"Timely delivery, but some concerns with food safety measures",Yes,1410,58,53
FB019,Kanpur Food Initiative,Kanpur,"Safety protocols are in place, food quality is maintained and delivered on time",Yes,2756,152,148
FB019,Kanpur Food Initiative,Kanpur,"Food arrived on time, though there were minor concerns with food safety",Yes,1041,166,113
FB019,Kanpur Food Initiative,Kanpur,"Food arrived on time, but cleanliness standards need improvement",Yes,3912,71,67
FB019,Kanpur Food Initiative,Kanpur,"Food is handled hygienically, delivered promptly as promised",Yes,3956,152,67
FB019,Kanpur Food Initiative,Kanpur,"Food was delivered late, but safety measures were adequate",Yes,3651,122,93
FB019,Kanpur Food Initiative,Kanpur,"Timely food delivery, well-maintained storage conditions",Yes,3694,55,54
FB019,Kanpur Food Initiative,Kanpur,"Food was delivered late, but safety measures were adequate",Yes,3575,195,99
FB019,Kanpur Food Initiative,Kanpur,"Timely food delivery, well-maintained storage conditions",Yes,2964,173,59
FB019,Kanpur Food Initiative,Kanpur,"Safety protocols are in place, food quality is maintained and delivered on time",Yes,3411,197,64
FB020,Agra Meals Distribution,Agra,"Food was delivered late, but maintained proper hygiene throughout",No,2834,68,59
FB020,Agra Meals Distribution,Agra,"Food was delivered late, but maintained proper hygiene throughout",No,1415,113,86
FB020,Agra Meals Distribution,Agra,"Safety protocols are in place, food quality is maintained and delivered on time",No,4338,105,97
FB020,Agra Meals Distribution,Agra,"Timely delivery, but food safety protocols were not fully followed",No,4487,51,51
FB020,Agra Meals Distribution,Agra,"Food storage meets health and safety standards, no delays in delivery",No,2206,187,104
FB020,Agra Meals Distribution,Agra,"Food was delivered late, but maintained proper hygiene throughout",No,4920,90,53
FB020,Agra Meals Distribution,Agra,"Food items are safe for consumption, consistently delivered on time",No,2800,112,97
FB020,Agra Meals Distribution,Agra,"Food was delivered late, but maintained proper hygiene throughout",No,2179,164,62
FB020,Agra Meals Distribution,Agra,"Food arrived on time, though there were minor concerns with food safety",No,4970,165,72
FB020,Agra Meals Distribution,Agra,"Safety protocols are in place, food quality is maintained and delivered on time",No,2315,145,113
FB020,Agra Meals Distribution,Agra,"Timely delivery, but some concerns with food safety measures",No,2456,175,119
FB020,Agra Meals Distribution,Agra,"Food safety standards are strictly followed, no issues reported",No,4221,161,70
FB020,Agra Meals Distribution,Agra,"Food delivered on time, storage conditions were acceptable",No,2327,149,51
FB020,Agra Meals Distribution,Agra,"Safety protocols are in place, food quality is maintained and delivered on time",No,2974,77,57
FB020,Agra Meals Distribution,Agra,"Food items are safe for consumption, consistently delivered on time",No,1752,92,64
FB020,Agra Meals Distribution,Agra,"Food arrived late, but storage and hygiene were acceptable",No,2734,171,101
FB020,Agra Meals Distribution,Agra,"Timely delivery, but some concerns with food safety measures",No,4046,62,52
FB020,Agra Meals Distribution,Agra,"Food safety standards are usually met, but occasional delays in delivery",No,1245,60,52
FB020,Agra Meals Distribution,Agra,"Food items are safe for consumption, consistently delivered on time",No,1253,105,92
FB020,Agra Meals Distribution,Agra,"Food storage meets health and safety standards, no delays in delivery",No,3593,155,53
FB020,Agra Meals Distribution,Agra,"Food safety standards are usually met, but occasional delays in delivery",No,1598,91,78
FB020,Agra Meals Distribution,Agra,"Food was delivered late, but safety measures were adequate",No,4795,165,56
FB020,Agra Meals Distribution,Agra,"Food arrived on time, though there were minor concerns with food safety",No,1425,68,62
FB020,Agra Meals Distribution,Agra,"Safety protocols are in place, food quality is maintained and delivered on time",No,2212,155,89
FB020,Agra Meals Distribution,Agra,"Food quality is good, but there were slight delays in delivery",No,2290,164,82
FB020,Agra Meals Distribution,Agra,"Food safety is a priority, but delivery delays occasionally occur",No,4603,99,63
FB020,Agra Meals Distribution,Agra,"Food arrived on time, hygiene practices were satisfactory",No,2897,183,50
FB020,Agra Meals Distribution,Agra,"Food safety standards are strictly followed, no issues reported",No,1666,120,50
FB020,Agra Meals Distribution,Agra,"Food delivered late occasionally, but maintained at proper temperatures",No,1624,115,97
FB020,Agra Meals Distribution,Agra,"Food arrived on time, though there were minor concerns with food safety",No,3215,93,73
